"","id","Education","JoiningYear","City","PaymentTier","Age","Gender","EverBenched","ExperienceInCurrentDomain","LeaveOrNot","Gender_Numeric","EverBenched_Numeric","Education_Numeric"
"2310",2310,"Masters",2017,"Pune",2,30,"Male","No",1,0,0,0,2
"2311",2311,"Bachelors",2013,"Pune",3,29,"Male","No",2,0,0,0,1
"2312",2312,"Bachelors",2013,"Pune",3,29,"Male","No",2,0,0,0,1
"2313",2313,"Bachelors",2012,"Pune",3,27,"Male","Yes",5,0,0,1,1
"2314",2314,"Bachelors",2015,"Pune",3,30,"Female","No",1,1,1,0,1
"2315",2315,"Bachelors",2015,"Pune",2,29,"Female","No",2,1,1,0,1
"2316",2316,"Masters",2018,"Pune",3,26,"Male","No",4,1,0,0,2
"2317",2317,"Masters",2013,"Bangalore",2,29,"Female","No",2,1,1,0,2
"2318",2318,"Bachelors",2014,"Bangalore",1,28,"Male","No",2,1,0,0,1
"2319",2319,"Bachelors",2015,"Bangalore",3,30,"Male","No",1,0,0,0,1
"2320",2320,"Bachelors",2015,"Pune",2,27,"Female","No",5,1,1,0,1
"2321",2321,"Bachelors",2014,"Bangalore",3,28,"Female","Yes",1,0,1,1,1
"2322",2322,"Masters",2015,"New Delhi",3,27,"Male","No",5,0,0,0,2
"2323",2323,"Masters",2017,"New Delhi",2,26,"Male","No",4,1,0,0,2
"2324",2324,"Bachelors",2018,"Bangalore",3,28,"Male","No",1,1,0,0,1
"2325",2325,"Bachelors",2015,"New Delhi",3,28,"Female","No",2,0,1,0,1
"2326",2326,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2327",2327,"Bachelors",2013,"Pune",1,26,"Female","No",4,1,1,0,1
"2328",2328,"Masters",2017,"New Delhi",2,30,"Male","Yes",2,0,0,1,2
"2329",2329,"Bachelors",2015,"Bangalore",3,28,"Female","No",1,0,1,0,1
"2330",2330,"Bachelors",2013,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"2331",2331,"Bachelors",2012,"Bangalore",3,26,"Male","No",4,1,0,0,1
"2332",2332,"Bachelors",2018,"Bangalore",3,28,"Male","No",2,1,0,0,1
"2333",2333,"Masters",2017,"New Delhi",2,28,"Male","No",2,0,0,0,2
"2334",2334,"Bachelors",2015,"Bangalore",3,29,"Male","No",2,0,0,0,1
"2335",2335,"Bachelors",2012,"New Delhi",3,30,"Male","No",1,1,0,0,1
"2336",2336,"Masters",2016,"Pune",3,30,"Male","No",1,0,0,0,2
"2337",2337,"Bachelors",2014,"Pune",3,30,"Male","No",1,0,0,0,1
"2338",2338,"Bachelors",2018,"Bangalore",3,26,"Male","No",4,1,0,0,1
"2339",2339,"Masters",2017,"Bangalore",3,26,"Male","No",4,1,0,0,2
"2340",2340,"Bachelors",2012,"New Delhi",3,27,"Female","No",5,0,1,0,1
"2341",2341,"Bachelors",2018,"Bangalore",3,26,"Female","Yes",4,1,1,1,1
"2342",2342,"PHD",2014,"Bangalore",3,27,"Male","No",5,0,0,0,3
"2343",2343,"Masters",2017,"New Delhi",2,26,"Male","Yes",4,1,0,1,2
"2344",2344,"Bachelors",2013,"Bangalore",3,30,"Female","No",1,1,1,0,1
"2345",2345,"Bachelors",2012,"Bangalore",3,30,"Female","No",2,0,1,0,1
"2346",2346,"Masters",2018,"New Delhi",3,26,"Male","Yes",4,1,0,1,2
"2347",2347,"Bachelors",2013,"Bangalore",1,28,"Female","No",1,0,1,0,1
"2348",2348,"Bachelors",2017,"Bangalore",3,30,"Male","No",1,0,0,0,1
"2349",2349,"Masters",2017,"Pune",2,30,"Female","No",2,1,1,0,2
"2350",2350,"PHD",2016,"Bangalore",3,27,"Male","No",5,0,0,0,3
"2351",2351,"Bachelors",2016,"New Delhi",3,28,"Female","No",2,0,1,0,1
"2352",2352,"Bachelors",2015,"Pune",2,29,"Female","No",1,1,1,0,1
"2353",2353,"Bachelors",2013,"Bangalore",3,27,"Female","No",5,0,1,0,1
"2354",2354,"Masters",2014,"Pune",3,27,"Male","No",5,0,0,0,2
"2355",2355,"Masters",2017,"New Delhi",2,26,"Female","Yes",4,1,1,1,2
"2356",2356,"Masters",2017,"New Delhi",2,30,"Female","No",1,0,1,0,2
"2357",2357,"Masters",2018,"New Delhi",3,27,"Female","No",5,1,1,0,2
"2358",2358,"Bachelors",2017,"Pune",2,29,"Male","No",1,0,0,0,1
"2359",2359,"Masters",2014,"New Delhi",1,29,"Male","No",1,0,0,0,2
"2360",2360,"Bachelors",2015,"Pune",2,30,"Female","No",2,1,1,0,1
"2361",2361,"Bachelors",2014,"Bangalore",3,30,"Male","No",2,1,0,0,1
"2362",2362,"Masters",2018,"New Delhi",1,30,"Female","No",2,0,1,0,2
"2363",2363,"Bachelors",2017,"Bangalore",3,29,"Male","No",1,0,0,0,1
"2364",2364,"Bachelors",2016,"Pune",3,28,"Male","No",2,0,0,0,1
"2365",2365,"Bachelors",2018,"Bangalore",3,26,"Female","No",4,1,1,0,1
"2366",2366,"Bachelors",2014,"Bangalore",1,28,"Female","No",2,0,1,0,1
"2367",2367,"Masters",2017,"New Delhi",2,29,"Female","No",2,0,1,0,2
"2368",2368,"Masters",2013,"New Delhi",3,26,"Male","No",4,1,0,0,2
"2369",2369,"Bachelors",2017,"New Delhi",2,28,"Female","No",1,0,1,0,1
"2370",2370,"Bachelors",2016,"Bangalore",3,30,"Female","No",1,0,1,0,1
"2371",2371,"PHD",2015,"Pune",3,27,"Male","No",5,0,0,0,3
"2372",2372,"Bachelors",2016,"Bangalore",3,29,"Male","No",2,0,0,0,1
"2373",2373,"Bachelors",2014,"Pune",2,28,"Female","No",2,1,1,0,1
"2374",2374,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2375",2375,"Masters",2017,"New Delhi",2,30,"Female","Yes",2,0,1,1,2
"2376",2376,"PHD",2013,"New Delhi",3,30,"Female","No",2,0,1,0,3
"2377",2377,"Bachelors",2015,"Bangalore",3,29,"Male","No",2,0,0,0,1
"2378",2378,"Bachelors",2017,"Bangalore",3,28,"Male","No",2,0,0,0,1
"2379",2379,"Bachelors",2015,"Bangalore",3,29,"Male","No",2,1,0,0,1
"2380",2380,"Bachelors",2015,"Pune",1,26,"Female","No",4,1,1,0,1
"2381",2381,"Bachelors",2013,"Bangalore",3,28,"Male","No",1,0,0,0,1
"2382",2382,"Bachelors",2015,"Pune",2,29,"Female","No",2,1,1,0,1
"2383",2383,"Bachelors",2013,"Bangalore",3,26,"Male","Yes",4,0,0,1,1
"2384",2384,"Masters",2014,"Pune",3,30,"Male","No",2,0,0,0,2
"2385",2385,"Masters",2017,"Pune",2,30,"Male","Yes",2,0,0,1,2
"2386",2386,"Bachelors",2017,"Pune",3,27,"Male","No",5,0,0,0,1
"2387",2387,"Bachelors",2014,"New Delhi",3,28,"Female","Yes",2,0,1,1,1
"2388",2388,"Bachelors",2014,"New Delhi",3,27,"Female","No",5,0,1,0,1
"2389",2389,"Bachelors",2015,"Pune",2,29,"Female","Yes",1,1,1,1,1
"2390",2390,"Bachelors",2013,"Pune",3,26,"Male","No",4,0,0,0,1
"2391",2391,"Bachelors",2014,"New Delhi",3,30,"Male","No",1,0,0,0,1
"2392",2392,"Bachelors",2013,"Pune",2,26,"Male","No",4,0,0,0,1
"2393",2393,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2394",2394,"Masters",2017,"New Delhi",2,28,"Female","No",2,0,1,0,2
"2395",2395,"Masters",2017,"New Delhi",2,27,"Male","No",5,1,0,0,2
"2396",2396,"Bachelors",2017,"Pune",2,29,"Female","No",1,1,1,0,1
"2397",2397,"Masters",2017,"New Delhi",2,28,"Female","No",1,1,1,0,2
"2398",2398,"Bachelors",2017,"New Delhi",2,26,"Male","No",4,0,0,0,1
"2399",2399,"Bachelors",2014,"Bangalore",3,29,"Female","No",1,1,1,0,1
"2400",2400,"Bachelors",2012,"Bangalore",3,28,"Male","No",1,0,0,0,1
"2401",2401,"Bachelors",2016,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2402",2402,"Bachelors",2012,"Bangalore",3,28,"Female","No",1,0,1,0,1
"2403",2403,"Masters",2015,"Pune",2,30,"Female","No",2,1,1,0,2
"2404",2404,"Masters",2017,"New Delhi",2,28,"Male","No",2,0,0,0,2
"2405",2405,"Masters",2015,"Pune",2,29,"Female","No",1,0,1,0,2
"2406",2406,"Masters",2015,"Bangalore",3,26,"Male","No",4,1,0,0,2
"2407",2407,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2408",2408,"Bachelors",2017,"Bangalore",3,29,"Female","No",1,0,1,0,1
"2409",2409,"Bachelors",2017,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"2410",2410,"Bachelors",2014,"New Delhi",3,29,"Female","No",2,0,1,0,1
"2411",2411,"Bachelors",2017,"New Delhi",3,27,"Female","No",5,0,1,0,1
"2412",2412,"Masters",2017,"Pune",2,28,"Female","No",2,0,1,0,2
"2413",2413,"Masters",2013,"New Delhi",3,27,"Female","No",5,1,1,0,2
"2414",2414,"Masters",2017,"New Delhi",3,27,"Male","Yes",5,1,0,1,2
"2415",2415,"Bachelors",2013,"Bangalore",3,30,"Male","No",2,0,0,0,1
"2416",2416,"Bachelors",2015,"Pune",2,27,"Female","Yes",5,1,1,1,1
"2417",2417,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2418",2418,"Bachelors",2015,"Bangalore",2,27,"Female","No",5,1,1,0,1
"2419",2419,"Bachelors",2015,"Bangalore",3,30,"Male","No",2,1,0,0,1
"2420",2420,"Masters",2017,"Bangalore",2,27,"Male","No",5,0,0,0,2
"2421",2421,"Bachelors",2017,"Bangalore",3,30,"Male","No",2,1,0,0,1
"2422",2422,"Bachelors",2016,"Pune",2,30,"Female","No",2,1,1,0,1
"2423",2423,"Masters",2016,"Pune",1,27,"Female","No",5,0,1,0,2
"2424",2424,"Bachelors",2012,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2425",2425,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2426",2426,"Bachelors",2015,"Pune",3,29,"Female","No",2,1,1,0,1
"2427",2427,"Bachelors",2013,"New Delhi",3,26,"Male","No",4,0,0,0,1
"2428",2428,"Bachelors",2015,"Pune",2,29,"Female","No",2,1,1,0,1
"2429",2429,"Bachelors",2013,"Pune",3,28,"Male","No",2,0,0,0,1
"2430",2430,"Bachelors",2013,"Pune",2,27,"Male","No",5,1,0,0,1
"2431",2431,"Masters",2014,"New Delhi",3,28,"Male","No",1,1,0,0,2
"2432",2432,"Bachelors",2016,"New Delhi",3,27,"Female","No",5,1,1,0,1
"2433",2433,"Bachelors",2016,"New Delhi",3,29,"Female","Yes",2,0,1,1,1
"2434",2434,"Masters",2018,"New Delhi",1,26,"Female","No",4,1,1,0,2
"2435",2435,"Bachelors",2015,"Bangalore",3,27,"Female","No",5,0,1,0,1
"2436",2436,"Bachelors",2013,"Pune",2,27,"Female","No",5,1,1,0,1
"2437",2437,"Bachelors",2014,"New Delhi",3,28,"Female","No",2,0,1,0,1
"2438",2438,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2439",2439,"Bachelors",2016,"Bangalore",3,29,"Female","No",1,0,1,0,1
"2440",2440,"Bachelors",2012,"Bangalore",3,29,"Female","No",1,0,1,0,1
"2441",2441,"Bachelors",2018,"Bangalore",3,29,"Male","Yes",2,1,0,1,1
"2442",2442,"Bachelors",2012,"Pune",3,30,"Male","No",1,0,0,0,1
"2443",2443,"Bachelors",2013,"Bangalore",3,30,"Male","Yes",1,1,0,1,1
"2444",2444,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2445",2445,"Bachelors",2015,"New Delhi",3,29,"Female","Yes",1,0,1,1,1
"2446",2446,"Bachelors",2014,"Bangalore",3,30,"Female","No",1,0,1,0,1
"2447",2447,"Bachelors",2014,"Pune",1,28,"Male","No",2,0,0,0,1
"2448",2448,"Bachelors",2015,"Pune",3,27,"Female","No",5,0,1,0,1
"2449",2449,"Bachelors",2016,"Bangalore",3,30,"Male","No",1,1,0,0,1
"2450",2450,"Bachelors",2016,"Pune",3,26,"Female","No",4,1,1,0,1
"2451",2451,"Bachelors",2018,"New Delhi",3,27,"Female","Yes",5,1,1,1,1
"2452",2452,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2453",2453,"Masters",2017,"New Delhi",2,27,"Male","No",5,1,0,0,2
"2454",2454,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2455",2455,"Bachelors",2017,"Pune",3,26,"Female","No",4,1,1,0,1
"2456",2456,"Bachelors",2012,"Pune",1,27,"Male","No",5,0,0,0,1
"2457",2457,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2458",2458,"PHD",2017,"Bangalore",3,28,"Female","No",1,0,1,0,3
"2459",2459,"Bachelors",2015,"Pune",3,29,"Female","No",1,1,1,0,1
"2460",2460,"Masters",2014,"New Delhi",3,30,"Male","Yes",2,0,0,1,2
"2461",2461,"Bachelors",2013,"Pune",3,26,"Male","No",4,0,0,0,1
"2462",2462,"Bachelors",2012,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2463",2463,"Bachelors",2015,"Pune",3,28,"Male","No",1,0,0,0,1
"2464",2464,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2465",2465,"Bachelors",2013,"New Delhi",3,26,"Male","No",4,0,0,0,1
"2466",2466,"Masters",2012,"New Delhi",3,30,"Male","No",2,0,0,0,2
"2467",2467,"PHD",2013,"New Delhi",3,27,"Male","No",5,0,0,0,3
"2468",2468,"Bachelors",2012,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2469",2469,"Bachelors",2018,"Bangalore",3,30,"Male","Yes",1,1,0,1,1
"2470",2470,"Bachelors",2012,"Bangalore",3,26,"Female","No",4,0,1,0,1
"2471",2471,"Masters",2017,"New Delhi",3,29,"Female","No",2,0,1,0,2
"2472",2472,"Bachelors",2014,"Bangalore",3,29,"Male","No",2,0,0,0,1
"2473",2473,"Bachelors",2017,"New Delhi",3,28,"Male","No",1,0,0,0,1
"2474",2474,"Bachelors",2015,"Pune",2,26,"Female","No",4,1,1,0,1
"2475",2475,"Bachelors",2018,"Bangalore",3,27,"Female","No",5,1,1,0,1
"2476",2476,"Bachelors",2014,"Bangalore",1,28,"Male","No",1,0,0,0,1
"2477",2477,"Bachelors",2016,"Bangalore",3,28,"Male","No",1,0,0,0,1
"2478",2478,"Bachelors",2014,"Pune",3,26,"Male","No",4,0,0,0,1
"2479",2479,"Bachelors",2012,"Pune",3,26,"Male","No",4,0,0,0,1
"2480",2480,"Bachelors",2015,"Bangalore",3,28,"Male","No",2,0,0,0,1
"2481",2481,"Bachelors",2014,"Bangalore",3,28,"Male","No",1,0,0,0,1
"2482",2482,"Bachelors",2016,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2483",2483,"PHD",2012,"New Delhi",1,29,"Female","No",2,0,1,0,3
"2484",2484,"Bachelors",2013,"Bangalore",3,30,"Female","No",2,1,1,0,1
"2485",2485,"Bachelors",2016,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2486",2486,"Bachelors",2014,"Pune",3,28,"Male","No",1,0,0,0,1
"2487",2487,"Masters",2013,"New Delhi",2,26,"Male","No",4,1,0,0,2
"2488",2488,"Bachelors",2017,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2489",2489,"Bachelors",2013,"Pune",3,27,"Female","No",5,0,1,0,1
"2490",2490,"PHD",2015,"New Delhi",3,28,"Male","No",2,0,0,0,3
"2491",2491,"Masters",2017,"Pune",2,28,"Male","No",2,0,0,0,2
"2492",2492,"Bachelors",2014,"Pune",3,28,"Male","No",4,0,0,0,1
"2493",2493,"Bachelors",2016,"Bangalore",3,29,"Female","No",1,1,1,0,1
"2494",2494,"Bachelors",2017,"Bangalore",3,26,"Female","No",4,1,1,0,1
"2495",2495,"Bachelors",2015,"Bangalore",3,30,"Male","No",0,0,0,0,1
"2496",2496,"Masters",2012,"New Delhi",3,30,"Male","No",2,0,0,0,2
"2497",2497,"Bachelors",2012,"Bangalore",1,30,"Female","No",0,0,1,0,1
"2498",2498,"Bachelors",2014,"New Delhi",3,27,"Female","No",5,0,1,0,1
"2499",2499,"Bachelors",2017,"New Delhi",2,28,"Female","No",0,0,1,0,1
"2500",2500,"Bachelors",2012,"Pune",3,26,"Male","No",4,0,0,0,1
"2501",2501,"Bachelors",2015,"Pune",3,29,"Female","No",3,1,1,0,1
"2502",2502,"Masters",2017,"Pune",2,30,"Male","No",0,1,0,0,2
"2503",2503,"Bachelors",2013,"New Delhi",3,26,"Male","No",4,0,0,0,1
"2504",2504,"Masters",2014,"Pune",3,30,"Male","No",0,1,0,0,2
"2505",2505,"Bachelors",2013,"Pune",3,29,"Male","Yes",2,0,0,1,1
"2506",2506,"Bachelors",2017,"Bangalore",3,28,"Male","No",3,0,0,0,1
"2507",2507,"Masters",2018,"New Delhi",3,27,"Male","Yes",5,1,0,1,2
"2508",2508,"Masters",2017,"New Delhi",2,26,"Female","Yes",4,1,1,1,2
"2509",2509,"Bachelors",2012,"Bangalore",3,30,"Female","No",0,1,1,0,1
"2510",2510,"Bachelors",2012,"Bangalore",3,29,"Female","No",4,0,1,0,1
"2511",2511,"Bachelors",2014,"Bangalore",3,29,"Male","No",1,0,0,0,1
"2512",2512,"Bachelors",2016,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2513",2513,"Bachelors",2015,"Bangalore",3,28,"Male","Yes",4,0,0,1,1
"2514",2514,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2515",2515,"Bachelors",2016,"Pune",3,29,"Male","No",5,0,0,0,1
"2516",2516,"Bachelors",2014,"Bangalore",3,29,"Male","No",0,0,0,0,1
"2517",2517,"Masters",2013,"Bangalore",3,30,"Male","No",5,1,0,0,2
"2518",2518,"Bachelors",2017,"New Delhi",3,30,"Female","Yes",3,0,1,1,1
"2519",2519,"Bachelors",2014,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2520",2520,"PHD",2015,"Pune",2,30,"Female","No",4,0,1,0,3
"2521",2521,"Masters",2014,"Bangalore",3,30,"Male","No",4,1,0,0,2
"2522",2522,"Masters",2017,"New Delhi",2,27,"Male","No",5,1,0,0,2
"2523",2523,"Bachelors",2013,"Pune",3,30,"Male","No",0,0,0,0,1
"2524",2524,"Masters",2017,"Pune",2,30,"Male","No",0,0,0,0,2
"2525",2525,"Masters",2017,"New Delhi",2,29,"Female","No",2,0,1,0,2
"2526",2526,"Masters",2017,"New Delhi",2,29,"Male","No",2,0,0,0,2
"2527",2527,"Bachelors",2014,"Bangalore",1,27,"Male","No",5,1,0,0,1
"2528",2528,"Bachelors",2012,"Bangalore",3,27,"Female","No",5,0,1,0,1
"2529",2529,"Bachelors",2017,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2530",2530,"Masters",2018,"New Delhi",3,30,"Female","No",4,1,1,0,2
"2531",2531,"Bachelors",2015,"Bangalore",3,29,"Female","No",1,0,1,0,1
"2532",2532,"Bachelors",2014,"Pune",3,26,"Female","No",4,1,1,0,1
"2533",2533,"Masters",2016,"Pune",3,28,"Male","No",2,0,0,0,2
"2534",2534,"Bachelors",2015,"New Delhi",3,28,"Female","No",4,0,1,0,1
"2535",2535,"Bachelors",2015,"Bangalore",3,30,"Male","No",0,0,0,0,1
"2536",2536,"Bachelors",2014,"Bangalore",3,28,"Female","No",3,0,1,0,1
"2537",2537,"Bachelors",2017,"Bangalore",3,28,"Male","No",4,0,0,0,1
"2538",2538,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2539",2539,"Bachelors",2015,"Bangalore",3,28,"Female","No",0,0,1,0,1
"2540",2540,"Bachelors",2015,"Pune",2,28,"Female","No",2,1,1,0,1
"2541",2541,"Masters",2013,"Pune",3,27,"Female","Yes",5,1,1,1,2
"2542",2542,"Bachelors",2016,"Bangalore",3,27,"Male","No",5,1,0,0,1
"2543",2543,"Bachelors",2012,"Pune",3,29,"Male","No",1,0,0,0,1
"2544",2544,"Bachelors",2015,"Pune",2,28,"Female","No",0,1,1,0,1
"2545",2545,"Bachelors",2018,"Pune",3,30,"Male","Yes",3,1,0,1,1
"2546",2546,"Bachelors",2016,"Bangalore",3,29,"Male","No",5,0,0,0,1
"2547",2547,"Masters",2013,"New Delhi",2,27,"Female","No",5,1,1,0,2
"2548",2548,"Masters",2017,"New Delhi",2,30,"Male","No",2,0,0,0,2
"2549",2549,"Bachelors",2012,"New Delhi",3,26,"Male","No",4,0,0,0,1
"2550",2550,"Bachelors",2016,"Bangalore",3,30,"Male","No",2,1,0,0,1
"2551",2551,"Bachelors",2017,"New Delhi",2,29,"Male","No",3,1,0,0,1
"2552",2552,"Bachelors",2017,"Pune",2,28,"Male","No",3,0,0,0,1
"2553",2553,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2554",2554,"Bachelors",2013,"Bangalore",3,29,"Male","Yes",4,0,0,1,1
"2555",2555,"Bachelors",2013,"Bangalore",3,30,"Male","No",5,0,0,0,1
"2556",2556,"Bachelors",2015,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2557",2557,"Bachelors",2015,"Pune",2,26,"Female","No",4,1,1,0,1
"2558",2558,"Bachelors",2012,"Bangalore",3,29,"Male","Yes",2,1,0,1,1
"2559",2559,"Masters",2015,"Bangalore",3,28,"Male","No",0,1,0,0,2
"2560",2560,"Bachelors",2014,"New Delhi",3,29,"Female","No",2,0,1,0,1
"2561",2561,"Masters",2015,"Pune",3,29,"Female","No",4,0,1,0,2
"2562",2562,"Bachelors",2013,"Bangalore",3,27,"Male","No",5,0,0,0,1
"2563",2563,"Bachelors",2013,"Pune",3,27,"Female","No",5,1,1,0,1
"2564",2564,"Bachelors",2017,"Bangalore",3,30,"Male","No",1,1,0,0,1
"2565",2565,"Masters",2014,"Pune",3,30,"Male","No",2,0,0,0,2
"2566",2566,"Bachelors",2015,"New Delhi",3,28,"Female","No",4,0,1,0,1
"2567",2567,"Bachelors",2013,"Bangalore",3,26,"Female","No",4,0,1,0,1
"2568",2568,"Bachelors",2014,"Bangalore",3,28,"Male","No",5,0,0,0,1
"2569",2569,"Bachelors",2017,"Bangalore",1,28,"Female","No",0,1,1,0,1
"2570",2570,"Bachelors",2016,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"2571",2571,"Bachelors",2013,"Bangalore",3,28,"Male","No",5,0,0,0,1
"2572",2572,"Masters",2013,"New Delhi",3,30,"Male","No",2,1,0,0,2
"2573",2573,"Masters",2013,"New Delhi",1,29,"Female","No",2,1,1,0,2
"2574",2574,"Bachelors",2017,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2575",2575,"Bachelors",2015,"Pune",3,28,"Male","No",3,0,0,0,1
"2576",2576,"Bachelors",2013,"Bangalore",3,29,"Male","No",2,0,0,0,1
"2577",2577,"Masters",2017,"New Delhi",2,28,"Female","No",2,0,1,0,2
"2578",2578,"Masters",2017,"New Delhi",2,30,"Female","No",2,0,1,0,2
"2579",2579,"PHD",2013,"New Delhi",3,27,"Female","No",5,0,1,0,3
"2580",2580,"Bachelors",2016,"Pune",3,26,"Male","No",4,0,0,0,1
"2581",2581,"Bachelors",2017,"New Delhi",2,26,"Female","No",4,0,1,0,1
"2582",2582,"Bachelors",2016,"Bangalore",3,28,"Female","No",1,1,1,0,1
"2583",2583,"Bachelors",2017,"Pune",2,27,"Female","No",5,1,1,0,1
"2584",2584,"Bachelors",2012,"Bangalore",3,27,"Female","No",5,0,1,0,1
"2585",2585,"Bachelors",2014,"Bangalore",3,26,"Male","No",4,1,0,0,1
"2586",2586,"Bachelors",2016,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"2587",2587,"Bachelors",2015,"Bangalore",3,27,"Female","No",5,0,1,0,1
"2588",2588,"Bachelors",2015,"Pune",3,29,"Male","No",1,0,0,0,1
"2589",2589,"Bachelors",2018,"Bangalore",3,26,"Male","No",4,1,0,0,1
"2590",2590,"Bachelors",2012,"Bangalore",3,26,"Female","No",4,0,1,0,1
"2591",2591,"Bachelors",2017,"Bangalore",3,27,"Male","Yes",5,0,0,1,1
"2592",2592,"Bachelors",2015,"Pune",3,30,"Female","No",0,1,1,0,1
"2593",2593,"Bachelors",2017,"Bangalore",3,30,"Male","No",3,0,0,0,1
"2594",2594,"PHD",2012,"New Delhi",3,29,"Male","No",5,0,0,0,3
"2595",2595,"Bachelors",2016,"Pune",3,29,"Male","No",5,0,0,0,1
"2596",2596,"Bachelors",2014,"Bangalore",3,26,"Female","Yes",4,0,1,1,1
"2597",2597,"PHD",2014,"New Delhi",3,28,"Female","No",0,0,1,0,3
"2598",2598,"Bachelors",2018,"Bangalore",3,28,"Male","No",1,1,0,0,1
"2599",2599,"Bachelors",2013,"New Delhi",3,27,"Female","Yes",5,0,1,1,1
"2600",2600,"Bachelors",2013,"Bangalore",3,28,"Male","No",2,0,0,0,1
"2601",2601,"Bachelors",2018,"Bangalore",3,29,"Male","No",0,1,0,0,1
"2602",2602,"Bachelors",2016,"Bangalore",3,29,"Male","No",3,0,0,0,1
"2603",2603,"Bachelors",2018,"Pune",3,30,"Female","No",2,1,1,0,1
"2604",2604,"Bachelors",2013,"Bangalore",3,26,"Male","No",4,0,0,0,1
"2605",2605,"Bachelors",2014,"Pune",3,29,"Male","No",3,0,0,0,1
"2606",2606,"Bachelors",2013,"Pune",3,30,"Male","No",4,0,0,0,1
"2607",2607,"Masters",2015,"New Delhi",3,29,"Male","No",2,0,0,0,2
"2608",2608,"Bachelors",2018,"Pune",3,27,"Male","No",5,1,0,0,1
"2609",2609,"Bachelors",2016,"Bangalore",3,28,"Male","No",2,0,0,0,1
"2610",2610,"Bachelors",2015,"Bangalore",3,29,"Male","No",1,0,0,0,1
"2611",2611,"Bachelors",2016,"Bangalore",3,30,"Male","No",0,0,0,0,1
"2612",2612,"Bachelors",2016,"Bangalore",3,28,"Female","No",1,0,1,0,1
"2613",2613,"Bachelors",2017,"New Delhi",3,26,"Female","No",4,0,1,0,1
"2614",2614,"Bachelors",2014,"Pune",2,29,"Female","No",1,1,1,0,1
"2615",2615,"PHD",2013,"New Delhi",3,30,"Female","No",2,0,1,0,3
"2616",2616,"Bachelors",2016,"Bangalore",3,28,"Male","Yes",3,0,0,1,1
"2617",2617,"Bachelors",2015,"Bangalore",3,28,"Male","No",1,0,0,0,1
"2618",2618,"Bachelors",2016,"Pune",3,28,"Male","No",5,0,0,0,1
"2619",2619,"Bachelors",2017,"Pune",2,28,"Female","No",1,1,1,0,1
"2620",2620,"Bachelors",2015,"Bangalore",3,30,"Male","No",4,0,0,0,1
"2621",2621,"Masters",2012,"New Delhi",3,27,"Male","No",5,0,0,0,2
"2622",2622,"Masters",2017,"New Delhi",3,29,"Female","Yes",2,0,1,1,2
"2623",2623,"Bachelors",2018,"New Delhi",3,29,"Female","No",2,1,1,0,1
"2624",2624,"Bachelors",2018,"Bangalore",3,29,"Male","No",0,1,0,0,1
"2625",2625,"Bachelors",2012,"Bangalore",3,28,"Female","No",0,0,1,0,1
"2626",2626,"Bachelors",2015,"Pune",2,28,"Female","No",0,1,1,0,1
"2627",2627,"Masters",2017,"New Delhi",2,27,"Female","No",5,1,1,0,2
"2628",2628,"Bachelors",2018,"Pune",3,28,"Female","No",5,1,1,0,1
"2629",2629,"Bachelors",2016,"Pune",3,28,"Male","No",1,0,0,0,1
"2630",2630,"Bachelors",2014,"Bangalore",1,26,"Male","No",4,1,0,0,1
"2631",2631,"Bachelors",2014,"New Delhi",2,29,"Female","No",3,1,1,0,1
